,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
3285,B0009IQXXG,"[1, 2]",1,"['im', 'generally', 'big', 'fan', 'meguiars', 'products', 'use', 'washing', 'drying', 'waxing', 'etc', 'thinking', 'good', 'addition', 'lineup', 'really', 'add', 'much', 'overall', 'look', 'application', 'method', 'wrongthis', 'product', 'comes', 'spray', 'designed', 'per', 'instructions', 'spray', 'right', 'onto', 'tires', 'doing', 'make', 'areas', 'applied', 'shiny', 'application', 'uneven', 'even', 'mist', 'goes', 'everywhere', 'onto', 'paint', 'wheels', 'etc', 'bad', 'end', 'up', 'having', 'use', 'something', 'paper', 'towel', 'cloth', 'spread', 'product', 'evenly', 'ends', 'up', 'removing', 'product', 'making', 'mess', 'overall', 'shine', 'gonethis', 'product', 'better', 'made', 'bottle', 'made', 'apply', 'pad', 'applying', 'tool', 'spray', 'difficult', 'control', 'tiressince', 'evening', 'out', 'means', 'removing', 'shine', 'whatever', 'soaks', 'leaves', 'dull', 'darker', 'look', 'end', 'best', 'darken', 'tires', 'slightly', 'product', 'briefly', 'mentions', 'protective', 'qualities', 'star', 'seems', 'afterthought', 'advertising', 'materials', 'im', 'somewhat', 'doubtful', 'overall', 'product', 'doesnt', 'seem', 'worthwhile', 'more', 'trouble', 'worth', 'basically', 'made', 'mess', 'made', 'tires', 'darker', 'duller', 'looking', 'made', 'logoslettersnumbers', 'tires', 'less', 'visible', 'end', 'made', 'look', 'less', 'cool', 'before', 'wont', 'using', 'particular', 'product', 'againother', 'meguiars', 'products', 'great', 'one', 'essential', 'seems', 'very', 'niche', 'product', 'one', 'need', 'special', 'photo', 'shoots', 'etc', 'controlled', 'environment', 'everyday', 'car', 'polishing', 'tool']","06 7, 2014",A2HD6G443MGH2A,dookerJ,Not worth it,1402099200
3310,B0009IQXXG,"[0, 2]",1,"['meguiars', 'hot', 'shine', 'high', 'gloss', 'tire', 'spray', 'impressive', 'spray', 'tire', 'shine', 'tires', 'find', 'myself', 'having', 'go', 'back', '5', 'minutes', 'wipe', 'down', 'towel', 'leaves', 'drip', 'lines', 'down', 'tire', 'kind', 'put', 'much', 'paint', 'onto', 'something', 'leaves', 'runs', 'consistency', 'equivelent', 'regular', 'grade', 'milk', 'gel', 'consistency', 'another', 'issue', 'ran', 'spray', 'dry', 'tires', 'approximately', '301', 'hour', 'still', 'notice', 'shoots', 'up', 'side', 'car', 'makings', 'spots', 'rear', 'bumper', 'front', 'doors', 'driving', 'using', 'gel', 'type', 'tire', 'shine', 'better', 'brush', 'flows', 'better', 'without', 'leaving', 'streaks', 'runs', 'sticks', 'better', 'tires', 'side', 'car', 'one', 'last', 'thing', 'noticed', 'spray', 'tire', 'shine', 'tires', 'leaves', 'dark', 'crescent', 'shape', 'driveway', 'lasts', 'months', 'big', 'deal', 'angers', 'sticks', 'better', 'black', 'asphalt', 'driveway', 'tires']","10 12, 2013",A3D1XWMQD0HTZJ,Sean,Sprays all over side of vehicle after application and leaves run marks.,1381536000
3324,B0009IQZFM,"[2, 3]",2,"['purchased', 'much', 'thicker', 'microfibre', 'towels', 'ones', 'arent', 'thick', 'enough', 'soak', 'up', 'sufficient', 'water', 'now', 'relegated', 'cleaning', 'windows', 'wiping', 'down', 'interior']","01 8, 2014",A18EQZ8EIR31YU,Adventure and Coffee,only use for windows now,1389139200
3329,B0009IQZFM,"[4, 4]",2,"['drying', 'black', 'car', 'few', 'times', 'towel', 'performs', 'better', 'towel', 'ive', 'used', 'sure', 'holds', 'lot', 'water', 'part', 'problem', 'doesnt', 'easily', 'wring', 'out', 'few', 'swipes', 'completely', 'saturated', 'water', 'anything', 'dry', 'becomes', 'wet', 'leaves', 'huge', 'water', 'streak', 'marks', 'behind', 'unless', 'follow', 'up', 'another', 'dry', 'towel', 'best', 'results', 'traditional', 'chamois', 'easy', 'wring', 'doesnt', 'leave', 'streaks', 'behind', 'first', 'pass']","11 4, 2013",A2JH2EPEGQPWW,Amazon Customer,Leaves streaks,1383523200
3337,B0009IQZFM,"[6, 16]",1,"['once', 'gets', 'wet', 'isnt', 'much', 'wringing', 'out', 'title', 'true', 'know', 'give', 'five', 'stars', 'product', 'very', 'difficult', 'use', 'used', 'lie', 'bad', 'confuse', 'buyers', 'believe', 'having', 'five', 'stars', 'good', 'product', 'true', 'recommend', 'pva', 'chomu', 'one', 'seven', 'years', 'works', 'extremely', 'well']","12 19, 2010",ANJUT5JDG5RU1,"carlos ""cfg""",bad,1292716800
3352,B0009IQZFM,"[0, 1]",2,"['state', 'up', 'front', 'car', 'lot', 'mean', 'lot', 'two', 'three', 'times', 'week', 'more', 'normally', 'use', 'soft', 'cotton', 'bath', 'towels', 'change', 'out', 'go', 'always', 'one', 'semi', 'dry', 'towel', 'remove', 'last', 'bit', 'water', 'dont', 'problems', 'method', 'clean', 'towels', 'keep', 'car', 'waxed', 'system', 'works', 'well', 'scratches', 'swirlsbuti', 'thought', 'missing', 'something', 'one', 'towels', 'frankly', 'really', 'cant', 'see', 'point', 'softer', 'normal', 'cotton', 'terrycloth', 'towel', 'soak', 'up', 'lot', 'water', 'pretty', 'much', 'stays', 'wet', 'wring', 'out', 'spreads', 'water', 'initial', 'use', 'matter', 'much', 'wring', 'youre', 'going', 'use', 'first', 'pass', 'soak', 'up', 'majority', 'water', 'guess', 'okay', 'car', 'starts', 'dry', 'end', 'up', 'putting', 'more', 'water', 'down', 'started', 'unless', 'bunch', 'towels', 'always', 'dry', 'one', 'better', 'method', 'use', 'nowi', 'dont', 'point', 'value', 'using', 'towels', 'theyre', 'pretty', 'small', 'dont', 'know', 'part', 'normal', 'car', 'washing', 'routine', 'unlikely', 'nice', 'towel', 'find', 'use', 'pointi', 'cant', 'recommend', 'anyone', 'intended', 'purpose', 'use', 'good', 'soft', 'bath', 'towels', 'save', 'money']","06 21, 2014",A3B21ZWOW9I4X7,E. A. Jacques,Overrated - Not Worth the Money - Not a Fan,1403308800
3362,B0009IQZFM,"[1, 1]",2,"['meguiars', 'always', 'great', 'products', 'thought', 'id', 'try', 'compare', 'viking', 'microfiber', 'waffle', 'weave', 'drying', 'towel', 'doesnt', 'really', 'comparefar', 'less', 'absorbent', 'small', 'dry', 'whole', 'range', 'rover', 'viking', 'barely', 'made', 'past', '2nd', 'quarter', 'panel']","05 29, 2013",A14SHX81H8FGDO,"JPT ""John T.""","Ok, but there are better",1369785600
3371,B0009IQZFM,"[0, 2]",2,"['honest', 'towel', 'wasnt', 'really', 'water', 'magnet', 'personally', 'find', 'old', 'towel', 'much', 'better', 'job']","03 15, 2012",A6O68OHIL8QFJ,Meguair'sFan,Not Up to expectation.,1331769600
3374,B0009IQZFM,"[0, 0]",2,"['luck', 'meguiars', 'product', 'okay', 'drying', 'paint', 'wash', 'car', 'glass', 'another', 'sad', 'story']","06 3, 2014",A1UDJHWK4L1ZWV,mike,Disapointed,1401753600
3381,B0009IQZFM,"[1, 2]",1,"['looking', 'nice', 'towel', 'read', 'reviews', 'convinced', 'buy', 'product', 'im', 'disappointed', 'im', 'meguiars', 'fans', 'sure', 'nice', 'product', 'abborb', 'water', 'announced']","09 29, 2013",ASOB3SXL9UMJZ,Ricardo,disappointed !,1380412800
3390,B0009IQZFM,"[1, 2]",1,"['bought', 'despite', 'poor', 'reviews', 'figuring', 'maybe', 'reviews', 'older', 'improved', 'towel', 'nope', 'quite', 'possibly', 'worst', 'towel', 'ive', 'used', 'basically', 'pushes', 'water', 'around', 'car', 'soaks', 'up', 'doesnt', 'really', 'dry', 'car', 'smears', 'around', 'until', 'water', 'evaporates', 'air', 'old', 'beach', 'towel', 'worked', '100x', 'better', 'thought', 'meguiars', 'supposed', 'sell', 'good', 'quality', 'products', 'live', 'learn', 'guess']","05 7, 2014",A1AAGNN35R30HP,Some Random Guy,My first 1-star review ever.  Sad.,1399420800
3452,B0009IQZH0,"[4, 5]",2,"['product', 'inferior', 'griots', 'funny', 'look', 'meguiars', 'makes', 'great', 'car', 'wax', 'products', 'probably', 'product', 'sub', 'out', 'add', 'make', 'up', 'thin', 'small', 'together', 'beneath', 'reputation', 'meguiars', 'product', 'line', 'drying', 'cloth', 'very', 'good', 'wax', 'removal', 'cloth', 'good', 'enough', 'listen', 'detail', 'engine', 'compartment', 'fine', 'car', 'person', 'going', 'good', 'enough', 'really', 'fussy', 'car', 'wax', 'detail', 'product', 'want', 'use', 'wheels', 'engines', 'door', 'jams', 'already', 'use', 'same', 'old', 'house', 'towel', 'used', 'looking', 'look', 'further', 'drying', 'wax', 'removalnot']","04 23, 2013",A73I3YMD9MJ5W,"Regular Guy ""Bob""",You must be kidding,1366675200
3473,B0009IQZQG,"[3, 4]",2,"['used', 'wax', 'daughters', 'car', 'fell', 'apart', 'before', 'finished', 'applying', 'wax', 'very', 'dissatisfied', 'meguiars', 'product']","08 6, 2013",A22IOBJCF9UR12,Bigdiog,Junk,1375747200
3522,B0009JKI5Y,"[0, 0]",1,"['amazon', 'fit', '2007', 'honda', 'element', 'element', 'wiper', 'arm', 'j', 'hook', 'amazon', 'needs', 'fix', 'wizard', 'makes', 'hesitant', 'purchase', 'auto', 'parts']","10 20, 2013",A1SZHC6JSY24S9,"ChihuahuaMan ""ChihuahuaMan""",Does not fit Honda Element,1382227200
3531,B0009JKI5Y,"[0, 0]",2,"['according', 'selection', 'process', 'showed', 'product', 'fits', 'car', 'trouble', 'making', 'fit', 'car', 'again', 'reviews', 'research', 'more', 'average', 'person', 'thus', 'far', 'put', 'old', 'wiper', 'blades', 'back', 'car', 'sorry', 'hate', 'giving', 'bad', 'reviews', 'feel']","02 6, 2013",AEV34C745C0FH,James L. Dooley,Rain-X Weatherbeater Wiper Blade,1360108800
3532,B0009JKI5Y,"[0, 0]",1,"['three', 'year', 'old', 'bosch', 'wiper', 'squeaking', 'itd', 'turned', 'stiff', 'wouldnt', 'flip', 'over', 'opposite', 'stroke', 'replaced', 'rainx', 'wiper', 'streaked', 'along', 'entire', 'length', 'installation', 'used', 'windshield', 'washer', 'id', 'hoped', 'heavy', 'rain', 'clean', 'up', 'work', 'well', 'wrong', 'worse', 'visibility', 'poor', 'felt', 'driving', 'dangerous', 'luckily', 'didnt', 'far', 'go', 'before', 'change', 'ive', 'always', 'liked', 'rainx', 'liquid', 'felt', 'trust', 'brand', 'maybe', 'bad', 'one', 'ive', 'never', 'happen', 'brands', 'wont', 'chance', 'buying', 'again']","12 22, 2012",AQ55H30MZSV0Q,John A. Lefcourte,Worst wiper I've ever had,1356134400
3537,B0009JKI5Y,"[0, 0]",2,"['didnt', 'last', 'very', 'long', 'florida', 'sun', 'impressed', 'rainx', 'products', 'wouldnt', 'buy', 'again', 'prood', 'good', 'marketing', 'plan', 'sell', 'even', 'inferior', 'product']","02 22, 2013",A7OG1Z5URP288,Namu,Disappointed,1361491200
3541,B0009JKI5Y,"[0, 1]",1,"['purchased', 'set', 'wipers', 'wifes', 'rav', '4', 'march', '2012', 'rainy', 'season', 'over', 'decided', 'keep', 'garage', 'until', 'couple', 'days', 'ago', 'installed', 'easilyfired', 'up', 'try', 'themwindshield', 'wet', 'morning', 'dew', 'streaked', 'badlyhowever', 'drove', 'hurry', 'felt', 'deal', 'laterlater', 'yesterday', 'bit', 'rain', 'turned', 'streaked', 'badly', 'unable', 'see', 'allthe', 'left', 'side', 'far', 'worse', 'right', 'sidewindshield', 'clean', 'smoothno', 'roughness', 'defectstoday', 'called', 'rainx', 'support', '18004161600', 'spoke', 'lady', 'named', 'adriantold', 'issues', 'asked', 'purchased', 'march', '2012', 'installed', 'couple', 'days', 'ago', 'blades', 'good', '6', '12', 'months', 'told', 'stored', 'asked', 'temperature', 'controlled', 'environment', 'garage', 'temp', 'never', 'exceeds', '85', 'degrees', 'kept', 'original', 'packaging', 'dark', 'closet', 'problemi', 'told', 'here', 'original', 'wipers', 'toyota', 'rav', '4', '3', 'years', 'old', 'still', 'functioned', 'better', 'rainx', '6', 'months', 'old', 'stored', 'properlynot', 'exposed', 'elements', 'never', 'used', 'far', 'worse', 'smearing', 'windshield', 'old', 'originalsshe', 'told', '90', 'day', 'warranty', 'receipt', 'return', 'purchased', '6', 'months', 'ago', 'kept', 'need', 'bad', 'nothing', 'donethat', 'improper', 'storage', 'failedi', 'asked', '3', 'year', 'old', 'originals', 'used', 'baked', 'sun', 'elements', 'superior', 'rainx', 'blades', 'stored', 'properly', '6', 'months', 'unused', 'suggesting', 'allas', 'asidemade', 'korea', 'assembled', 'chinacannot', 'understand', 'rainx', 'even', 'provides', 'customer', 'support', 'numberas', 'certainly', 'support', 'here', 'adrian', 'employee', 'truly', 'ineptlikely', 'worst', 'product', 'ive', 'purchased']","11 2, 2012",ALMIFFHNE45JX,"Roger Schaaf ""Sxrxrnr""","Not worth 1/4th of a star,,,,,absolute junk",1351814400
3552,B0009JKIRC,"[4, 7]",2,"['car', 'waxes', 'seem', 'fair', 'amount', 'sizzle', 'hype', 'included', 'extra', 'chargeafter', 'using', 'both', 'products', 'prefernu', 'finish', 'liquid', 'car', 'polishzymol', 'much', 'less', 'durable', 'nu', 'finish', 'according', 'consumer', 'reports', 'tests', 'nov', '2011', 'twice', 'cost', 'see', 'note', '1', 'shelf', 'life', 'good', 'see', 'note', '2if', 'time', 'counts', 'anything', 'durability', 'big', 'deal', 'same', 'protection', 'fewer', 'waxings', 'paste', 'wax', 'alternatives', 'paste', 'waxes', 'even', 'more', 'durable', 'according', 'cr', 'reportnu', 'finish', 'paste', 'car', 'polishorturtle', 'wax', 't465', '8', 'oz', 'ice', 'polish', 'paste', 'notes', 'note', '1', 'amazon', 'price', 'nu', 'finish', 'swings', 'mostly', 'between', '7', '11', 'walmart', '8', 'compares', '16', 'zymoltheres', 'online', 'price', 'alert', 'email', 'whenever', 'amazon', 'product', 'dips', 'below', 'target', 'price', 'google', 'nicely', 'done', 'try', 'camemcamelcamelnote', '2', 'shelf', 'life', 'bottles', 'nu', 'finish', 'zymol', '6', 'years', 'ago', 'zymol', 'separated', 'grainy', 'chunks', 'thin', 'liquid', 'hard', 'rehomogenize', 'nu', 'finish', 'perfectly', 'good']","04 9, 2012",A10ZFE6YE0UHW8,C. MacPhail,Compared to Nu Finish,1333929600
3568,B0009N0W60,"[0, 0]",2,"['little', 'things', 'really', 'cool', 'recommend', 'dont', 'mind', 'drilling', 'out', 'plate', 'mounts', 'wonder', 'kind', 'idiot', 'use', 'larger', 'screws', 'product', 'standard']","08 13, 2013",A1E6BR4ZP2CJWM,S. Wilcox,bolt size requires re-drilling for standard plate mount hole size.,1376352000
3581,B0009OMYA6,"[1, 2]",1,"['stop', 'take', 'out', 'front', 'side', 'oxygen', 'sensors', '2002', 'ford', 'crown', 'vic', 'police', 'interceptor', 'p71', 'fit', 'way', '78', 'combo', 'wrench', 'one', 'those', 'fancy', 'pants', 'combo', 'wrenches', 'split', 'socket', 'one', 'end', 'sensors', 'werent', 'even', 'tight']","04 7, 2011",A17CXXQUDPQASN,Computerboy,STOP! This does NOT work on the front side oxygen sensors on my 2002 Ford Crown Vic Police Interceptor P71,1302134400
3729,B000A8FMLO,"[0, 0]",2,"['cheap', 'steel', 'receiver', 'tow', 'hook', 'nothing', 'morea', 'retainer', 'clip', 'keep', 'strap', 'hook', 'included', 'very', 'otherwise', 'slack', 'make', 'tow', 'strap', 'pop', 'out', 'worse', 'stab', 'strap', 'over', 'end', 'hook', 'rip', 'iti', 'done', 'lot', 'pulling', 'vehicle', 'recovery', 'offroad', 'driving', 'ive', 'seen', 'scary', 'unimaginable', 'tow', 'method', 'ive', 'seen', 'people', 'use', 'things', 'designed', 'pulling', 'cables', 'chains', 'misuse', 'items', 'seriously', 'injure', 'kill', 'people', 'well', 'major', 'damage', 'vehicles', 'put', 'thousands', 'pounds', 'stress', 'tow', 'line', 'suddenly', 'breaks', 'lets', 'loose', 'shoots', 'straight', 'back', 'opposite', 'direction', 'go', 'right', 'through', 'windshields', 'radiators', 'plastic', 'sheet', 'metal', 'bystandersif', 'want', 'something', 'keep', 'trunk', 'case', 'stuck', 'ditch', 'even', 'think', 'youre', 'offroader', 'gearing', 'up', 'trail', 'dont', 'buy', 'thisframe', 'mounted', 'clevis', 'points', 'safest', 'bet', 'dont', 'luxury', 'buy', 'receiver', 'clevis', 'mount', 'closed', 'eye', 'screwpin', 'clevisother', 'safety', 'advice', 'expertsonly', 'use', 'soft', 'nylon', 'tow', 'strap', 'rated', 'twice', 'vehicles', 'weightnever', 'use', 'strap', 'builtin', 'hooks', 'metal', 'eyeletsnever', 'use', 'chainnever', 'use', 'wire', 'rope', 'cablei', 'knew', 'dangers', 'bought', 'im', 'using', 'towing', 'emergency', 'recovery', 'know', 'use']","03 29, 2014",A1LXHQM4NSC1T4,Harley99,Should have a strap keeper over the mouth of the hook.  This thing can be dangerous.,1396051200
3730,B000A8FMLO,"[3, 5]",1,"['bought', 'pull', 'small', 'logs', 'brush', 'around', 'farm', 'stuck', 'creek', 'bed', 'much', 'softer', 'thought', '96', 'ford', 'f250', 'diesel', 'weighs', 'over', '7500lbs', 'extra', 'fuel', 'tank', 'heavy', 'truck', 'semi', 'anything', 'pulled', 'out', 'guys', 'smaller', 'nissan', 'pickup', 'light', 'enough', 'sink', 'creek', 'took', 'rolling', 'start', 'five', 'feet', 'more', 'completely', 'straightened', 'out', 'hook', 'dont', 'know', 'one', 'somehow', 'missed', 'tempering', 'process', 'piece', 'more', 'background', '10', 'foot', 'tow', 'strap', 'rated', '5000lbs', 'force', 'required', 'straighten', 'hook', 'less', 'well', 'made', 'aluminum', 'cant', 'complain', 'much', 'under', '20', 'thought', 'smittybuilt', 'meant', 'quality', 'wasnt', 'taking', '20mph', 'go', 'stump', 'anything', 'im', 'glad', 'attach', 'strap', 'frame', 'easily', 'enough', 'emergency', 'situation', 'id', 'buggered']","08 5, 2013",ATVU6OJLXAROA,"Nate ""aquan8tor""",Piece of JUNK! Straightened the hook with one use!,1375660800
3862,B000AAMY86,"[2, 11]",2,"['received', 'gift', 'few', 'weeks', 'ago', 'selling', 'againthere', 'real', 'benefit', 'having', 'such', 'unitfirst', 'mounting', 'issue', 'cable', 'running', 'dashboard', 'having', 'second', 'plug', 'right', 'side', 'interfeering', 'gear', 'shifting', 'whatever', 'controls', 'center', 'console', 'better', 'plug', 'left', 'side', 'using', 'one', 'back', 'makes', 'cable', 'run', 'dashboard', 'thank', 'yousecond', 'besides', 'tachometer', 'dont', 'one', 'data', 'readout', 'really', 'need', 'really', 'need', 'nothing', 'exactly', 'codes', 'red', 'out', 'auto', 'place', 'free', 'doing', 'converter', 'speed', 'certain', 'speed', 'exactly', 'see', 'mean', 'okay', 'volts', 'maybe', 'maybethe', 'unit', 'sent', 'back', 'scangauge', 'testing', 'hardly', 'come', 'itself', 'dont', 'really', 'know', 'fueltrip', 'data', 'accurate', 'makes', 'already', 'questionable', 'therefore', 'use', 'itso', 'another', 'item', 'question', 'quality', 'reliabilityless', '1', 'month', 'old', 'contact', 'want', 'take', '20', 'right', 'away']","12 2, 2010",A2S05YVU3ROQN1,Indiana Consumer,"No benefit of having such a unit, for sale.",1291248000
3871,B000AAMY86,"[1, 11]",1,"['before', 'purchasing', 'item', 'called', 'manufacturer', 'sure', 'wanted', 'called', 'back', 'capable', 'wanted', 'program', 'work', 'read', 'package', 'manufacturer', 'directions', 'poor', 'beging', 'program', 'im', 'geek']","12 1, 2013",A2X66A9HPMDH8T,M Spaulding,Not worth the packaging,1385856000
3915,B000AL8VD2,"[0, 0]",1,"['grease', 'perfect', 'thing', 'bothers', 'used', 'one', 'time', 'very', 'gently', 'add', 'tube', 'bunch', 'little', 'pin', 'holes', 'now', 'grease', 'leaks', 'out', 'tool', 'box', 'make', 'matters', 'worse', 'opened', 'tool', 'box', 'day', 'cap', 'split', 'two', 'now', 'theres', 'even', 'more', 'leaking', 'out', 'thought', 'buy', 'keep', 'around', 'future', 'use', 'now', 'going', 'throw', 'away', 'using', 'tiny', 'bit', 'spark', 'plug', 'wires', 'bummer']","06 3, 2014",A1YUDSBH9P3HPN,JJ,Not as good as I had hoped,1401753600
3930,B000ALBS0K,"[12, 13]",1,"['started', 'out', 'very', 'happy', 'see', 'updates', 'end', 'reviewthe', 'hatch', '2002', 'grand', 'cherokee', 'developed', 'nasty', 'habit', 'falling', 'head', 'struts', 'starting', 'lose', 'lifting', 'power', 'bought', 'two', '20', 'minutes', 'problem', 'solved', 'installed', 'month', 'seem', 'working', 'fineinstallation', 'easy', 'old', 'struts', 'held', 'two', 'bolts', 'each', 'strut', 'once', 'removed', 'new', 'ones', 'popped', 'screwed', 'hold', 'tailgate', 'far', 'open', 'possible', 'install', 'struta', 'couple', 'tips', 'installation1', 'helper', 'much', 'easier', 'someone', 'holds', 'up', 'tailgate', 'trying', 'replace', 'these2', 'need', 'torx', 'bit', 'sure', 'size', 'largest', 'one', 'kit3', 'existing', 'bolts', 'pretty', 'tight', 'drop', 'penetrating', 'oil', 'screw', 'made', 'easier', 'remove', 'bolts4', 'torx', 'kit', 'cheap', 'screwdriver', 'handle', 'hold', 'torx', 'bits', 'ended', 'up', 'destroying', 'handle', 'existing', 'screws', 'tight', 'probably', 'worth', 'buying', 'ratchet', 'wrench', 'setup', 'before', 'start5', 'one', 'tip', 'installing', 'new', 'strut', 'helps', 'snug', 'up', 'upper', 'screw', 'first', 'slightly', 'lifts', 'strut', 'making', 'easier', 'line', 'up', 'bottom', 'screwhope', 'helps', 'whole', 'process', 'actually', 'pretty', 'easy', 'use', 'socket', 'wrench', 'thisupdate', '9913after', '7', 'months', 'relatively', 'light', 'use', 'open', 'tailgate', 'roughly', '3', 'times', 'per', 'week', 'opinion', 'gone', '5', '1', 'star', 'still', 'work', 'make', 'much', 'noise', 'ashamed', 'open', 'tailgate', 'within', '100', 'yards', 'people', 'opening', 'closing', 'gate', 'result', 'very', 'loud', 'screech', 'both', 'struts', 'annoying', 'little', 'squeak', 'very', 'lout', 'annoying', 'nailsonachalkboard', 'screechi', 'tried', 'film', 'oil', 'silicon', 'spray', 'creative', 'language', 'nothing', 'remove', 'screechi', 'finally', 'tracked', 'down', 'strongarm', 'supplier', 'avm', 'industries', 'left', 'email', 'message', 'customer', 'service', 'websiteupdate', '92413i', 'guess', '2', 'weeks', 'intention', 'replying', 'emails', 'called', 'tech', 'support', 'number', '8007905438', 'answer', 'left', 'messageupdate', '92513another', 'phone', 'call', 'another', 'message', 'still', 'answer', 'backupdate', '92613i', 'passed', 'amazon', '30', 'day', 'window', 'thought', 'stuck', 'contacted', 'amazon', 'customer', 'service', 'told', 'story', 'within', 'hour', 'received', 'reply', 'amazon', 'taking', 'back', 'providing', 'refundso', 'happy', 'ending', 'never', 'touch', 'another', 'product', 'made', 'avm', 'industriesupdate', '101613got', 'refund', 'less', '20', 'restocking', 'fee', 'chalk', 'up', '750', 'experienceand', 'finally', '101813after', 'contacting', 'amazon', 'customer', 'service', 'again', 'refunded', 'restocking', 'fee']","02 20, 2013",A3NXJDNTQK2YJL,"Andy in Washington ""Andy""",Lasted all of 6 months. Company doesn't care.,1361318400
