,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
2891,B00080QHMM,"[0, 1]",2,"['well', 'work', 'look', 'expect', 'product', 'user', 'friendlythi', 'one', 'awkward', 'put', 'valv', 'read', 'alway', 'give', 'good', 'readout', 'first', 'tri', 'check', 'valv', 'two', 'three', 'time', 'proper', 'read', 'time', 'four', 'tire', 'knee', 'shot', 'digit', 'read', 'out', 'veri', 'bright', 'look', 'better', 'gaug', 'lot', 'folk', 'like', 'though', 'way', 'tri', 'up', 'youof', 'cours', 'young', 'enough', 'good', 'eye', 'knee', 'probabl', 'right', 'good', 'luck']","04 23, 2013",A73I3YMD9MJ5W,"Regular Guy ""Bob""",awkward,1366675200
2910,B0008D6NK0,"[0, 0]",2,"['review', 'unabl', 'wide', 'enough', 'posit', 'laser', 'reach', 'center', 'dash', 'both', 'car', 'dremel', 'out', 'surround', 'one', 'laser', 'go', 'right', 'posit', 'garag', 'ceil', 'height', 'work', 'fine', 'moder', 'improv', 'over', 'tenni', 'ball', 'methodupdateaft', 'instal', 'devic', 'month', 'notic', 'both', 'laser', 'get', 'pretti', 'dim', 'few', 'time', 'complet', 'miss', 'see', 'dashboard', 'pull', 'car', 'far', 'luckili', 'use', 'brick', 'safeti', 'stop', 'under', 'tire', 'nick', 'wall', 'short', 'product', 'life']","07 16, 2013",A2JH2EPEGQPWW,Amazon Customer,Works but needs modification,1373932800
2924,B0008FUH46,"[0, 0]",1,"['junk', 'watch', 'video', 'youtub', 'effortless']","07 15, 2014",A3PSL7ULVHJRD2,,Junk. Watch the videos on Youtube. It's effortless ...,1405382400
2957,B00092893E,"[4, 22]",1,"['tri', 'out', 'twice', 'per', 'instruct', 'didnt', 'make', 'much', 'differ', 'kept', '20']","02 4, 2013",A1PJVW2GSF73E7,thejmjohnson,Notice no difference.,1359936000
2985,B000994BU2,"[0, 2]",2,"['paint', 'thick', 'didnt', 'spray', 'veri', 'even', 'tri', 'tint', 'fog', 'light', 'didnt', 'work']","04 2, 2013",A2B38WJFTN6MRB,"Donald A. Morgan ""Canonkid1966""",didnt work as described,1364860800
2998,B0009F9UZM,"[1, 5]",1,"['order', 'one', '2008', 'saturn', 'vue', 'packag', 'mark', '2008', 'vue', 'item', 'work', 'contact', 'storefront', 'fullfil', 'order', 'amazon', 'refer', 'curt', 'mfg', 'obtain', 'return', 'number', 'contact', 'seller', 'again', 'refund', 'purchas', 'replac', 'local', 'dealer', 'seller', 'later', 'report', 'wrong', 'item', 'number', 'somehow', 'packag']","03 27, 2011",A1XDRSGSV56YQ0,"Thomas A. Renick ""OGC5""",T connector-Double check item number,1301184000
3025,B0009I1WF0,"[3, 9]",1,"['want', 'good', 'qualiti', 'highest', 'price', 'cover', 'list', 'amazon', '4', 'set', 'leftord', 'soon', 'order', 'correct', 'size', 'part', 'number', 'correct', 'size', 'part', 'receiptinvoic', 'arriv', '19', 'day', 'later', 'sent', 'cover', '13', 'wheel', 'need', '28', 'contact', 'amazon', 'size', 'longer', 'avail', 'sent', 'kid', '13', 'cover', '28', 'wheel', 'made', 'decisiona', 'monkeyso', 'sent', 'back', 'refund', 'couldnt', 'tell', 'cover', 'good', 'qualiti', 'caus', 'never', 'open', 'box', 'major', 'down', 'wait', '3', 'week', 'went', 'local', 'camper', 'store', 'set', 'next', 'day', 'sometim', 'save', 'few', 'buck', 'aint', 'worth']","08 6, 2011",A1UDQQU0EPVH8C,"wayner-Take-1 ""take-1""",Poor advertisement...wrong item,1312588800
3038,B0009IBJAS,"[66, 74]",1,"['schumach', 'sem1562a', '15', 'amp', 'speed', 'charg', 'maintainerwel', 'worth', 'pricedo', 'exact', 'suppos', 'doupdat', 'use', 'charger', 'less', '5', 'mos', 'maintain', 'rv', 'seldom', 'driven', 'found', 'charger', 'fail', 'cycl', 'back', 'charg', 'mode', 'proper', 'batteri', 'hook', 'stone', 'dead', 'now', 'ill', 'research', 'find', 'out', 'annoy', 'process', 'return', 'charger', 'warrantyupd', 'contact', 'manufactur', 'schumach', 'concern', 'failur', 'charger', '3', 'week', 'receiv', 'respons', 'doesnt', 'look', 'go', 'guess', 'ill', 'take', 'loss', 'make', 'bad', 'choic', 'trash', 'btw', 'use', 'two', 'chicago', 'electr', 'board', 'charger', 'one', 'jeep', 'mercuri', 'sabl', 'both', 'give', 'veri', 'good', 'servic', 'less', 'expens', 'schumach', 'batteri', 'tender']","01 5, 2011",A2R8QRDT7OY7D6,"littlejohn252 ""jlj""",Great little charger (Note: updates),1294185600
3039,B0009IBJAS,"[7, 16]",2,"['week', 'make', 'absolut', 'sure', 'clip', 'dont', 'touch', 'anyth', 'attach', 'posit', 'allig', 'clip', 'close', 'inner', 'hood', 'liner', 'burn', 'flame', 'up', 'burnt', 'red', 'plastic', 'boot', 'didnt', 'blow', 'liner', 'out', 'freak', 'vehicl', 'gone', 'poof', 'pilot', 'error', 'bad', 'design', 'knowsedit', 'call', 'schumach', 'theyr', 'replac', 'problem', 'up', 'rate', 'thank', 'schumach']","12 7, 2007",A3J9T84USTXM9Y,NeuronPetkowski,ALLIGATOR CLIP DANGER,1196985600
3049,B0009IBJAS,"[1, 2]",1,"['ive', 'sent', 'back', 'two', 'both', 'fail', 'talk', 'cheap', 'junk', 'dont', 'waist', 'money', 'now', 'genius', 'g3500', '35amp', 'kick', 'big', 'time', 'butt']","03 11, 2012",A32KSZ8V0TD216,"URCME ""urcme""",Cheap Junk,1331424000
3052,B0009IBJE4,"[4, 5]",2,"['anoth', 'review', 'mention', 'charger', 'put', 'out', '150v', 'agm', 'mode', 'that', 'mani', 'volt', 'agm', 'batteri', 'caus', 'outga', 'reduc', 'batteri', 'life', 'optima', 'yellow', 'top', 'agm', 'batteri', 'rate', '15v', 'charg', 'thought', 'charger', 'okay', 'charger', 'put', 'out', '155v', 'find', 'spec', '156v', 'regul', 'voltag', 'okay', 'rapid', 'charg', 'batteri', 'dont', 'defin', 'rapid', 'charg', 'mean', '156v', 'charg', 'until', 'current', 'drop', 'below', '1', 'amp', 'think', 'mean', '156v', 'until', 'batteri', 'get', 'closer', 'be', 'charg', 'stop', 'accept', 'high', 'amperag', 'unfortun', 'charger', 'exact', 'opposit', 'start', 'lower', 'voltag', 'increas', '155v', 'around', 'decid', 'batteri', '90', 'charg', 'seem', 'equat', '126', '127v', 'batteri', 'charger', 'keep', 'output', '155v', 'until', 'batteri', 'fulli', 'charg', 'take', 'hour', 'seem', 'unlik', 'that', 'good', 'batteri', 'im', 'pretti', 'sure', 'against', 'charg', 'spec', 'batteri', 'note', 'charger', 'show', '154v', 'readout', 'volt', 'meter', 'show', 'actual', '155vnevertheless', 'keep', 'do', '155v', 'check', 'period', 'make', 'sure', 'batteri', 'wasnt', 'hot', 'never', 'even', 'felt', 'warm', 'ir', 'temperatur', 'gun', 'read', '86f', 'max', 'wasnt', 'hiss', 'hiss', 'mean', 'overcharg', 'releas', 'gas', 'perman', 'reduc', 'life', 'took', 'exact', '12', 'hour', 'charger', 'decid', '100', 'charg', 'go', 'mainten', 'mode', 'pick', '124v', 'agm', 'batteri', 'suppos', 'charg', 'around', '136v', 'mainten', 'float', 'charg', 'idea', 'pick', '124v', 'left', 'anoth', 'hour', 'actual', 'reduc', 'voltag', '123', 'point', 'took', 'charger', 'volt', 'meter', 'batteri', '1231vi', 'cant', 'decid', 'charger', 'broken', 'weird', 'charg', 'algorithm', 'actual', 'veri', 'smart', 'batteri', 'discharg', '35v', 'few', 'week', 'ago', 'well', 'below', 'voltag', 'design', 'discharg', 'deep', 'cycl', 'even', 'deep', 'cycl', 'dont', 'toler', 'discharg', 'below', '50', 'even', 'below', '105v', 'hurt', 'now', 'damag', 'wont', 'hold', 'full', '136v', 'suppos', 'instead', 'leav', 'charger', '155v', 'hour', 'hit', '128v', 'quick', 'lose', 'charg', '125v', '30', 'minut', 'mayb', 'charger', 'somehow', 'figur', 'out', 'decid', '124v', 'full', 'charg', 'damag', 'batteri', 'that', 'use', 'float', 'charg', 'dont', 'see', 'determin', 'batteri', '128v', 'higher', 'long', '155v', 'charg', 'knowsi', 'dont', 'know', '154v', 'realli', 'bad', 'batteri', 'averag', 'agm', 'spent', 'awhil', 'research', 'couldnt', 'find', 'real', 'authorit', 'inform', 'bunch', 'peopl', 'theoriz', 'abov', '15v', 'standard', 'charg', 'batteri', 'spec', 'sheet', 'dont', 'think', 'good', 'thing', 'again', 'found', 'research', 'nrel', 'dot', 'govvehiclesandfuelsenergystoragepdfsevs17prespdf', 'show', 'serious', 'overvolt', 'yellow', 'top', 'batteri', '17v', 'under', 'certain', 'condit', 'actual', 'increas', 'life', 'dont', 'know', 'think', 'im', 'lean', 'toward', 'think', 'bad', 'thing', 'go', 'against', 'manufactur', 'spec', 'sheet', 'unless', 'your', 'lab', 'use', 'special', 'chargerswhat', 'know', 'desulfin', 'featur', 'charger', 'didnt', 'thing', 'damag', 'batteri', 'fact', 'dont', 'think', 'even', 'kick', 'connect', 'charger', 'small', 'seal', 'lead', 'acid', 'batteri', 'left', 'unus', 'long', 'went', 'desulfin', 'mode', 'think', 'manual', 'doesnt', 'your', 'suppos', 'know', 'over', '8', 'hour', 'pump', '168v', 'batteri', 'until', 'bad', 'bat', 'screen', 'stop', 'charg', 'time', 'batteri', 'never', 'show', 'over', '15', 'charg', 'charger', 'though', 'end', 'up', 'hold', '109v', 'onlin', 'research', 'mention', 'few', 'place', 'studi', 'show', 'desulfin', 'actual', 'work', 'im', 'pretti', 'dubious', 'definit', 'didnt', 'work', 'batteriesit', 'interest', 'note', 'seal', 'lead', 'acid', 'batteri', 'never', 'warm', 'find', 'curious', 'consid', 'long', 'put', 'such', 'high', 'voltag', 'charger', 'connect', 'killawatt', 'meter', 'show', 'charger', 'pull', '015amp', '9watt', '2amp', 'charg', 'mode', 'mayb', 'charger', 'smart', 'enough', 'use', 'low', 'amperag', 'use', 'high', 'voltag', 'prevent', 'batteri', 'get', 'damag', 'push', '154v', 'agm', 'batteri', 'draw', '035amp', 'actual', 'reduc', 'amp', '029', 'closer', '100', 'charg', 'mayb', 'protect', 'batteri', 'overvoltag', 'damag', 'dont', 'know', 'enough', 'sure', 'mayb', 'batteri', 'expert', 'chime', 'commentsanoth', 'import', 'thing', 'consid', 'desulfin', 'mode', 'damag', 'car', 'electron', 'dont', 'remov', 'batteri', 'car', 'charg', '168v', 'more', 'car', 'design', 'handl', 'found', 'someon', 'mention', 'bmw', 'warn', 'use', 'charger', 'thing', 'definit', 'concern', 'dont', 'know', 'feel', 'comfort', 'use', 'charger', 'again', 'without', 'remov', 'batteri', 'car', 'charger', 'claim', 'somehow', 'magic', 'detect', 'presenc', 'car', 'electron', 'limit', 'voltag', 'charger', 'noth', 'manualoth', 'design', 'charger', 'nice', 'wire', 'fit', 'pocket', 'beneath', 'retract', 'handl', 'show', 'batteri', 'voltag', 'readout', 'until', 'tell', 'start', 'charg', 'although', 'read', '01', '02v', 'lower', 'volt', 'meter', 'annoy', 'button', 'let', 'toggl', 'between', 'display', 'voltag', 'batteri', 'percent', 'let', 'choos', 'standard', 'agm', 'gel', 'cell', 'choos', 'three', 'rate', 'charg', 'slower', '2a', 'charg', 'rate', 'suppos', 'better', 'mani', 'batteri', 'use', '2a', '6a', 'arent', 'hurri', 'tri', 'both', 'those', 'mode', 'still', 'put', 'out', '155v', '6a', 'mode', 'put', 'out', '153v', '2a', 'modesinc', 'dedic', '12v', 'charger', 'dont', 'worri', 'autodetect', 'actual', 'automisdetect', 'discharg', '12v', 'batteri', '6v', 'never', 'charg', 'past', '6v', 'problem', 'far', 'mani', 'charger', 'daysdespit', 'nice', 'control', 'smart', 'form', 'factor', 'give', 'charger', 'low', 'rate', 'think', 'tri', 'push', 'batteri', 'beyond', 'limit', 'name', 'charg', 'quick', 'fulli', 'possibl', 'one', 'review', 'caus', 'agm', 'outga', 'anoth', 'burnt', 'out', 'batteri', 'few', 'month', 'trickl', 'charg', 'mode', 'right', 'brand', 'batteri', 'handl', 'charger', 'output', 'batteri', 'isnt', 'damag', 'probabl', 'fine', 'fact', 'damag', 'thing', 'even', 'damag', 'car', 'electron', 'desulfin', 'mode', 'strike', 'veri', 'bad', 'design', 'especi', 'given', 'desulfin', 'seem', 'more', 'market', 'ploy', 'valuabl', 'featur', 'dont', 'volt', 'meter', 'read', '01', '02v', 'under', 'actual', 'voltag']","10 27, 2013",A30UFXOF0GS9NM,Chris Dragon,"May damage car electronics or AGM batts, desulfination worthless on 2 batts",1382832000
3065,B0009IK5NU,"[0, 0]",2,"['use', 'back', 'window', 'jeep', 'grand', 'cheroke', 'flex', 'enough', 'full', 'contact', 'window', '834', 'contact', 'purchas', 'again']","02 6, 2013",A3SC6MSQMZEZRN,Jamesyn Quinn,Disappointed,1360108800
3067,B0009IK5NU,"[0, 0]",2,"['quiet', 'smooth', '2', 'month', 'raini', 'seattl', 'particular', 'great', 'squeak', 'now', 'plastic', '34booty34', 'cover', 'arm', 'guess', 'suppos', 'work', 'prevent', 'snow', 'clog', 'wiper', 'help', 'mehhard', 'end', 'wiper', 'red', 'plastic', 'cap', 'veri', 'distract', 'see', 'someth', 'red', 'swoosh', 'front', 'face', 'rain', 'couldnt', 'use', 'black', 'capsim', 'go', 'look', 'tripl', 'blade', 'wiper', 'blade', 'work', 'better']","06 21, 2014",A1NMV4MGCEHLZS,kuro0430,Meh,1403308800
3074,B0009IK5NU,"[0, 0]",1,"['09192012', 'delight', 'product', 'perfect', 'fit', 'jeep', 'command', 'product', 'new', 'manufactur', 'packag', 'buy', 'amazoncom', 'save', 'time', 'effort', 'instal', 'within', 'minut', 'open', 'ship', 'contain', 'readi', 'go', 'within', 'two', 'minut', 'great', 'servic', 'end', 'result', '90', 'day', 'use', 'veri', 'dissappointing1242013', 'noth', 'make', 'wiper', 'blade', 'lay', 'flat', 'windshield', 'leav', 'unclear', 'mess', 'right', 'driver', 'view', 'area', 'im', 'replac', 'piaa', 'super', 'silicon', 'blade', 'expect', 'piaa', 'perform', 'better', 'washinton', 'dc', 'area', 'ive', 'use', 'anco', 'winter', 'blade', 'befor', 'without', 'problem', 'unit', 'serious', 'problem', 'cold', 'below', '20', 'degre', 'f', 'weather', 'rubber', 'case', 'around', 'mechan', 'get', 'stiff', 'blade', 'stay', 'flat', 'against', 'windshield', 'move', 'curv', 'rest', 'posit', 'windshield', 'leav', 'unclear', 'area', 'middl', 'driver', 'view', 'good', 'thing', 'use', 'again', 'sever', 'warm', 'winter', 'middleatlant', 'coast', 'area', 'didnt', 'experi', 'issu', 'befor', 'rubber', 'case', 'keep', 'ice', 'snow', 'out', 'wiper', 'mechan', 'good', 'idea', 'doesnt', 'work', 'sad']","09 24, 2012",A4GHPW9AAH1NY,Thule1,Won't stay flat in COLD weather,1348444800
3081,B0009IK5SK,"[0, 0]",1,"['actual', 'bought', 'local', 'auto', 'part', 'store', 'year', 'ago', 'start', 'rain', 'out', 'old', 'blade', 'help', 'right', 'out', 'box', 'work', 'ok', 'within', 'few', 'month', 'streak', 'time', 'wet', 'season', 'end', 'total', 'ineffect', 'actual', 'made', 'thing', 'wors']","11 12, 2012",A13UE6Y36CA6O3,Dave from CA,dont waste your money,1352678400
3091,B0009IK5SK,"[0, 0]",2,"['blade', 'last', 'month', 'befor', 'new', 'onesi', 'harsh', 'winter', 'nyc', 'regular', 'wiper', 'blade', 'last', 'longernot', 'recommend']","04 4, 2014",A1DMR180CA6WDI,"JOE BAZZINI ""JOE BAZZINI""",Not very good at all,1396569600
3095,B0009IK5SK,"[0, 0]",1,"['dont', 'buy', 'rear', 'wiper', '1st', 'generat', 'xb', 'fit', 'oem', 'wiper', 'elsewher']","02 7, 2013",A3ROI1IZH7NIUK,Mark Blomer,Does NOT fit Scion rear wipers!,1360195200
3100,B0009IK5SK,"[0, 0]",1,"['veri', 'cheap', 'blade', 'mine', 'start', 'chatter', '1', 'week', 'return', 'buy', 'qualiti', 'motorcraft', 'similar', 'blade', 'amazon', 'best', 'custom', 'servic', 'took', 'back']","07 4, 2014",A23NQLJ2DEOJCJ,Reed,"Cheap blade, poor quality...",1404432000
3102,B0009IK5SK,"[0, 0]",1,"['worst', 'blade', 'use', 'assum', 'first', 'one', 'defect', 'amazon', 'replac', '2nd', 'one', 'bad', '30', 'blade', 'contact', 'glass', 'huge', 'portion', 'windshield', 'never', 'touch']","03 25, 2014",A3LGT6UZL99IW1,"Richard C. Drew ""Anaal Nathra/Uthe vas Bethod...",You get what you pay for,1395705600
3105,B0009IK5SK,"[2, 2]",1,"['amazon', 'page', 'show', 'fit', '2002', 'toyota', 'highland', 'doubl', 'check', 'anco', 'web', 'sitehowev', 'blade', 'fit', '2002', 'toyota', 'highland', 'fit', 'toyota', 'rear', 'blade', 'wider', 'normal', 'base', 'blade', 'attach', 'shafti', 'wrote', '3', 'time', 'anco', 'parent', 'compani', 'ask', 'explain', 'list', 'incorrect', 'never', 'respond', 'backi', 'later', 'purcahs', 'trico', '12a', 'fit', '02', 'highland']","05 5, 2011",AFMITL6YIFJNC,"sitiakab ""sitiakab""",Does not fit Toyota Highlander,1304553600
3116,B0009IK81E,"[1, 2]",1,"['use', '1', 'day', 'destroy', 'itself', 'pine', 'needl', 'now', 'streak', 'pine', 'needl', 'item', 'assum', 'drag', 'unless', 'meticul', 'clean', 'blade', 'befor', 'use', 'everyday', 'out', 'car', 'clean', 'immedi', 'anytim', 'item', 'fall', 'onto', 'window', 'buy', 'unless', 'mind', 'streak', 'damag', 'perman', 'item', 'still', 'window']","12 7, 2012",A2NBQ9E181AC8O,Alan Duquette,micro edge easily damaged,1354838400
3218,B0009IQXFO,"[5, 8]",2,"['pour', 'good', 'amount', 'mix', 'water', 'bucket', 'lot', 'sud', 'appli', 'car', 'sud', 'dont', 'carri', 'overto', 'soap', 'soap', 'soap', 'nice', 'smell', 'itit', 'doesnt', 'remov', 'dirt', 'debri', 'better', 'next', 'soap', 'use', 'use', 'rain', 'x', 'carnauba', 'wax', 'great', 'car', 'wash', 'soap', 'left', 'car', 'shini', 'wash', 'wax', 'bought', 'costco', '12', 'dollar', 'last', 'quit', 'wouldnt', 'go', 'back', 'doesnt', 'wax', 'car', 'dri', 'fair', 'quick', 'reason', 'leav', 'soap', 'residu']","07 22, 2013",A3BVD73B3P9B9U,Mr. Huang,Missing Suds?,1374451200
3254,B0009IQXJ0,"[0, 0]",1,"['difficult', 'appli', 'gooey', 'made', 'mess', 'done', 'use', 'up', 'go', 'back', 'spray', 'meguiar', 'great', 'last']","01 16, 2014",A2V8GI1QU38PAZ,TC,Don't like it,1389830400
3263,B0009IQXM2,"[0, 0]",1,"['recommend', 'clean', 'tire', 'strip', 'wax', 'coat', 'rim', 'leav', 'rim', 'realli', 'dri']","03 30, 2014",A0473259F6GQNBD88IYN,CHRIS,Great for tires......,1396137600
3267,B0009IQXM2,"[0, 1]",1,"['protect', 'liquid', 'leak', 'over', 'place', 'place', 'box', '20', 'time', 'size', 'brown', 'paper', 'top', 'use', 'up', 'up', 'handl', 'care', 'tend', 'happen', 'out', 'moni', 'allow', 'return', 'product', 'damag', 'shippment']","07 30, 2013",A2XPJ5FLVMFJAY,"David ""here.david""",DO NOT ORDER AS (1st time) AMAZON WILL NOT ALLOW RETURN ON THIS,1375142400
3269,B0009IQXM2,"[0, 4]",1,"['read', 'anyon', 'review', 'tell', 'bought', 'dozen', 'wast', 'ise', 'aluminum', 'plastic', 'chrome', 'rim', 'brake', 'dust', 'disolv', 'loosen', 'etcwat', 'scrub', 'work', 'better', 'find', 'anoth', 'product']","04 26, 2011",AUIVXYS8E4DEX,Dr. Christopher Lee,Horrid,1303776000
3270,B0009IQXM2,"[0, 1]",2,"['love', 'meguiar', 'product', 'wheel', 'cleaner', 'wast', 'money', 'realli', 'clean', 'wheel', 'suggest', 'dont', 'wast', 'money']","03 13, 2012",AUURFFQ7ERIKC,Earhead,Not so good...,1331596800
3271,B0009IQXM2,"[0, 0]",2,"['ive', 'use', 'two', 'car', 'im', 'sure', 'actual', 'better', 'soap', 'water', 'wash', 'gave', 'tire', 'wheel', 'befor', 'appli', 'seem', 'fanci', 'spray', 'bottl', 'soap']","06 30, 2013",A2SL5IW096Z2BL,"Eric B. Wolf ""Geek of Many Trades""",Better than soap and water? I doubt it...,1372550400
3285,B0009IQXXG,"[1, 2]",1,"['im', 'general', 'big', 'fan', 'meguiar', 'product', 'use', 'wash', 'dri', 'wax', 'etc', 'think', 'good', 'addit', 'lineup', 'realli', 'add', 'much', 'overal', 'look', 'applic', 'method', 'wrongthi', 'product', 'come', 'spray', 'design', 'per', 'instruct', 'spray', 'right', 'onto', 'tire', 'do', 'make', 'area', 'appli', 'shini', 'applic', 'uneven', 'even', 'mist', 'goe', 'everywher', 'onto', 'paint', 'wheel', 'etc', 'bad', 'end', 'up', 'have', 'use', 'someth', 'paper', 'towel', 'cloth', 'spread', 'product', 'even', 'end', 'up', 'remov', 'product', 'make', 'mess', 'overal', 'shine', 'gonethi', 'product', 'better', 'made', 'bottl', 'made', 'appli', 'pad', 'appli', 'tool', 'spray', 'difficult', 'control', 'tiressinc', 'even', 'out', 'mean', 'remov', 'shine', 'whatev', 'soak', 'leav', 'dull', 'darker', 'look', 'end', 'best', 'darken', 'tire', 'slight', 'product', 'briefli', 'mention', 'protect', 'qualiti', 'star', 'seem', 'afterthought', 'advertis', 'materi', 'im', 'somewhat', 'doubt', 'overal', 'product', 'doesnt', 'seem', 'worthwhil', 'more', 'troubl', 'worth', 'basic', 'made', 'mess', 'made', 'tire', 'darker', 'duller', 'look', 'made', 'logoslettersnumb', 'tire', 'less', 'visibl', 'end', 'made', 'look', 'less', 'cool', 'befor', 'wont', 'use', 'particular', 'product', 'againoth', 'meguiar', 'product', 'great', 'one', 'essenti', 'seem', 'veri', 'nich', 'product', 'one', 'need', 'special', 'photo', 'shoot', 'etc', 'control', 'environ', 'everyday', 'car', 'polish', 'tool']","06 7, 2014",A2HD6G443MGH2A,dookerJ,Not worth it,1402099200
3310,B0009IQXXG,"[0, 2]",1,"['meguiar', 'hot', 'shine', 'high', 'gloss', 'tire', 'spray', 'impress', 'spray', 'tire', 'shine', 'tire', 'find', 'myself', 'have', 'go', 'back', '5', 'minut', 'wipe', 'down', 'towel', 'leav', 'drip', 'line', 'down', 'tire', 'kind', 'put', 'much', 'paint', 'onto', 'someth', 'leav', 'run', 'consist', 'equivel', 'regular', 'grade', 'milk', 'gel', 'consist', 'anoth', 'issu', 'ran', 'spray', 'dri', 'tire', 'approxim', '301', 'hour', 'still', 'notic', 'shoot', 'up', 'side', 'car', 'make', 'spot', 'rear', 'bumper', 'front', 'door', 'drive', 'use', 'gel', 'type', 'tire', 'shine', 'better', 'brush', 'flow', 'better', 'without', 'leav', 'streak', 'run', 'stick', 'better', 'tire', 'side', 'car', 'one', 'last', 'thing', 'notic', 'spray', 'tire', 'shine', 'tire', 'leav', 'dark', 'crescent', 'shape', 'driveway', 'last', 'month', 'big', 'deal', 'anger', 'stick', 'better', 'black', 'asphalt', 'driveway', 'tire']","10 12, 2013",A3D1XWMQD0HTZJ,Sean,Sprays all over side of vehicle after application and leaves run marks.,1381536000
3324,B0009IQZFM,"[2, 3]",2,"['purchas', 'much', 'thicker', 'microfibr', 'towel', 'one', 'arent', 'thick', 'enough', 'soak', 'up', 'suffici', 'water', 'now', 'releg', 'clean', 'window', 'wipe', 'down', 'interior']","01 8, 2014",A18EQZ8EIR31YU,Adventure and Coffee,only use for windows now,1389139200
3329,B0009IQZFM,"[4, 4]",2,"['dri', 'black', 'car', 'few', 'time', 'towel', 'perform', 'better', 'towel', 'ive', 'use', 'sure', 'hold', 'lot', 'water', 'part', 'problem', 'doesnt', 'easili', 'wring', 'out', 'few', 'swipe', 'complet', 'satur', 'water', 'anyth', 'dri', 'becom', 'wet', 'leav', 'huge', 'water', 'streak', 'mark', 'behind', 'unless', 'follow', 'up', 'anoth', 'dri', 'towel', 'best', 'result', 'tradit', 'chamoi', 'easi', 'wring', 'doesnt', 'leav', 'streak', 'behind', 'first', 'pass']","11 4, 2013",A2JH2EPEGQPWW,Amazon Customer,Leaves streaks,1383523200
